experiment,condition,split,model,metric,value,uncertainty_ci,unit,source_artifact,source_field,commit,notes
taskbench_static_poset,ONE,test,first_total_order,relation_brier,0.2503861003861004,"[0.225997425997426, 0.2742599742599743]",brier,results/external/taskbench_static_poset/main_table.json,ONE.first_total_order.brier,10d4bf4,
taskbench_static_poset,ONE,test,first_total_order,legal_nll_per_node,1.6702061802888235,"[1.5347210800178375, 1.8017345491202215]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.first_total_order.legal_nll_per_node,10d4bf4,
taskbench_static_poset,ONE,test,first_total_order,illegal_nll_per_node,2.5139842584559675,"[2.3857566417265743, 2.634901507604419]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.first_total_order.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,ONE,test,first_total_order,auroc,0.8346320342333401,"[0.7933754361447772, 0.8737127504893384]",auroc,results/external/taskbench_static_poset/main_table.json,ONE.first_total_order.auroc,10d4bf4,
taskbench_static_poset,ONE,test,first_total_order,pairwise_acc,0.7965669443917696,"[0.7494678916543034, 0.841145618789498]",accuracy,results/external/taskbench_static_poset/main_table.json,ONE.first_total_order.pairwise_acc,10d4bf4,
taskbench_static_poset,ONE,test,antichain,closure_f1,0.0,"[0.0, 0.0]",f1,results/external/taskbench_static_poset/main_table.json,ONE.antichain.closure_f1,10d4bf4,
taskbench_static_poset,ONE,test,antichain,incomparable_f1,0.6531479426216269,"[0.6066224618198301, 0.6974521087021087]",f1,results/external/taskbench_static_poset/main_table.json,ONE.antichain.incomparable_f1,10d4bf4,
taskbench_static_poset,ONE,test,antichain,relation_brier,0.24961389961389957,"[0.22580276705276703, 0.2743243243243243]",brier,results/external/taskbench_static_poset/main_table.json,ONE.antichain.brier,10d4bf4,
taskbench_static_poset,ONE,test,antichain,legal_nll_per_node,0.8864154254513797,"[0.8480645801267895, 0.9282583241210197]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.antichain.legal_nll_per_node,10d4bf4,
taskbench_static_poset,ONE,test,antichain,illegal_nll_per_node,0.8864154254513797,"[0.8487116442040187, 0.9272300755975099]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.antichain.illegal_nll_per_node,10d4bf4,identical to legal by construction
taskbench_static_poset,ONE,test,antichain,auroc,0.5,"[0.5, 0.5]",auroc,results/external/taskbench_static_poset/main_table.json,ONE.antichain.auroc,10d4bf4,
taskbench_static_poset,ONE,test,antichain,pairwise_acc,0.0,"[0.0, 0.0]",accuracy,results/external/taskbench_static_poset/main_table.json,ONE.antichain.pairwise_acc,10d4bf4,
taskbench_static_poset,ONE,test,intersection,closure_f1,0.6526040290746173,"[0.609684670346435, 0.6953628774952304]",f1,results/external/taskbench_static_poset/main_table.json,ONE.intersection.closure_f1,10d4bf4,equals first-total-order by construction at ONE
taskbench_static_poset,ONE,test,intersection,incomparable_f1,0.0,"[0.0, 0.0]",f1,results/external/taskbench_static_poset/main_table.json,ONE.intersection.incomparable_f1,10d4bf4,
taskbench_static_poset,ONE,test,intersection,relation_brier,0.2503861003861004,"[0.22567567567567567, 0.2742599742599742]",brier,results/external/taskbench_static_poset/main_table.json,ONE.intersection.brier,10d4bf4,
taskbench_static_poset,ONE,test,intersection,legal_nll_per_node,1.6702061802888235,"[1.538597464198977, 1.8057343556146483]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.intersection.legal_nll_per_node,10d4bf4,
taskbench_static_poset,ONE,test,intersection,illegal_nll_per_node,2.5139842584559675,"[2.387012992311285, 2.639341026270283]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.intersection.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,ONE,test,intersection,auroc,0.8346320342333401,"[0.7917723307126873, 0.8738078743457405]",auroc,results/external/taskbench_static_poset/main_table.json,ONE.intersection.auroc,10d4bf4,
taskbench_static_poset,ONE,test,intersection,pairwise_acc,0.7965669443917696,"[0.7492132193366037, 0.8408695799366556]",accuracy,results/external/taskbench_static_poset/main_table.json,ONE.intersection.pairwise_acc,10d4bf4,
taskbench_static_poset,ONE,test,bayes,closure_f1,0.47734643214519373,"[0.39607045802866236, 0.5540764024974552]",f1,results/external/taskbench_static_poset/main_table.json,ONE.bayes.closure_f1,10d4bf4,
taskbench_static_poset,ONE,test,bayes,incomparable_f1,0.5333906157435571,"[0.47288989693401456, 0.5930128317628319]",f1,results/external/taskbench_static_poset/main_table.json,ONE.bayes.incomparable_f1,10d4bf4,
taskbench_static_poset,ONE,test,bayes,relation_brier,0.1287064619883276,"[0.12238282697817236, 0.1352801490631033]",brier,results/external/taskbench_static_poset/main_table.json,ONE.bayes.brier,10d4bf4,best fitted
taskbench_static_poset,ONE,test,bayes,legal_nll_per_node,0.7376588108006363,"[0.7116372735123607, 0.7642661056189273]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.bayes.legal_nll_per_node,10d4bf4,best fitted
taskbench_static_poset,ONE,test,bayes,illegal_nll_per_node,1.0428512770088112,"[1.0082779012677165, 1.07632092699528]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.bayes.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,ONE,test,bayes,auroc,0.8425191239819917,"[0.8075306688573739, 0.8765839831625019]",auroc,results/external/taskbench_static_poset/main_table.json,ONE.bayes.auroc,10d4bf4,delta vs intersection CI covers 0
taskbench_static_poset,ONE,test,bayes,pairwise_acc,0.8425191239819917,"[0.8071826175818723, 0.8766616864381671]",accuracy,results/external/taskbench_static_poset/main_table.json,ONE.bayes.pairwise_acc,10d4bf4,
taskbench_static_poset,ONE,test,gold_oracle,closure_f1,1.0,"[1.0, 1.0]",f1,results/external/taskbench_static_poset/main_table.json,ONE.gold_oracle.closure_f1,10d4bf4,ORACLE not a fitted model
taskbench_static_poset,ONE,test,gold_oracle,incomparable_f1,1.0,"[1.0, 1.0]",f1,results/external/taskbench_static_poset/main_table.json,ONE.gold_oracle.incomparable_f1,10d4bf4,ORACLE
taskbench_static_poset,ONE,test,gold_oracle,relation_brier,0.0,"[0.0, 0.0]",brier,results/external/taskbench_static_poset/main_table.json,ONE.gold_oracle.brier,10d4bf4,ORACLE
taskbench_static_poset,ONE,test,gold_oracle,legal_nll_per_node,0.4229001463683318,"[0.3975511401973267, 0.44759532586602674]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.gold_oracle.legal_nll_per_node,10d4bf4,ORACLE
taskbench_static_poset,ONE,test,gold_oracle,illegal_nll_per_node,1.9464266152663559,"[1.8582375354092058, 2.026616830787066]",nats_per_node,results/external/taskbench_static_poset/main_table.json,ONE.gold_oracle.illegal_nll_per_node,10d4bf4,ORACLE
taskbench_static_poset,ONE,test,gold_oracle,auroc,1.0,"[1.0, 1.0]",auroc,results/external/taskbench_static_poset/main_table.json,ONE.gold_oracle.auroc,10d4bf4,ORACLE
taskbench_static_poset,TWO,test,first_total_order,closure_f1,0.6526040290746173,"[0.610001522722111, 0.6950546172604996]",f1,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.closure_f1,10d4bf4,n_graphs 37
taskbench_static_poset,TWO,test,first_total_order,incomparable_f1,0.0,"[0.0, 0.0]",f1,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.incomparable_f1,10d4bf4,
taskbench_static_poset,TWO,test,first_total_order,relation_brier,0.2503861003861004,"[0.22599742599742595, 0.2743243243243243]",brier,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.brier,10d4bf4,
taskbench_static_poset,TWO,test,first_total_order,legal_nll_per_node,1.6276434930060937,"[1.5140061381573922, 1.7395300567322485]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.legal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,first_total_order,illegal_nll_per_node,2.585281021371321,"[2.447809640132543, 2.717378378060775]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,first_total_order,auroc,0.8547818651985318,"[0.8109010051718385, 0.894801311728395]",auroc,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.auroc,10d4bf4,DISCREPANCY: report.md prints 0.818 here which is the pairwise_acc value
taskbench_static_poset,TWO,test,first_total_order,pairwise_acc,0.8177552552552552,"[0.7687682474140809, 0.8639691775108441]",accuracy,results/external/taskbench_static_poset/main_table.json,TWO.first_total_order.pairwise_acc,10d4bf4,
taskbench_static_poset,TWO,test,antichain,closure_f1,0.0,"[0.0, 0.0]",f1,results/external/taskbench_static_poset/main_table.json,TWO.antichain.closure_f1,10d4bf4,
taskbench_static_poset,TWO,test,antichain,incomparable_f1,0.6531479426216269,"[0.6084590504327346, 0.6979041613910035]",f1,results/external/taskbench_static_poset/main_table.json,TWO.antichain.incomparable_f1,10d4bf4,
taskbench_static_poset,TWO,test,antichain,relation_brier,0.24961389961389957,"[0.22528957528957527, 0.27438867438867437]",brier,results/external/taskbench_static_poset/main_table.json,TWO.antichain.brier,10d4bf4,
taskbench_static_poset,TWO,test,antichain,legal_nll_per_node,0.8864154254513797,"[0.8493587082812479, 0.9272342892302905]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.antichain.legal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,antichain,illegal_nll_per_node,0.8864154254513797,"[0.849190162970029, 0.9278771396747392]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.antichain.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,antichain,auroc,0.5,"[0.5, 0.5]",auroc,results/external/taskbench_static_poset/main_table.json,TWO.antichain.auroc,10d4bf4,
taskbench_static_poset,TWO,test,antichain,pairwise_acc,0.0,"[0.0, 0.0]",accuracy,results/external/taskbench_static_poset/main_table.json,TWO.antichain.pairwise_acc,10d4bf4,
taskbench_static_poset,TWO,test,intersection,closure_f1,0.8175880207507137,"[0.7687301157849895, 0.8649156134478716]",f1,results/external/taskbench_static_poset/main_table.json,TWO.intersection.closure_f1,10d4bf4,best fitted on point closure
taskbench_static_poset,TWO,test,intersection,incomparable_f1,0.6803556803556804,"[0.6071241371241372, 0.7540210015210016]",f1,results/external/taskbench_static_poset/main_table.json,TWO.intersection.incomparable_f1,10d4bf4,delta vs bayes CI covers 0
taskbench_static_poset,TWO,test,intersection,relation_brier,0.1099099099099099,"[0.08288288288288288, 0.13783783783783782]",brier,results/external/taskbench_static_poset/main_table.json,TWO.intersection.brier,10d4bf4,
taskbench_static_poset,TWO,test,intersection,legal_nll_per_node,1.020264819186509,"[0.876046581464271, 1.1689421217480238]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.intersection.legal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,intersection,illegal_nll_per_node,2.2339244696623264,"[2.0852571589776883, 2.373736411884321]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.intersection.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,intersection,auroc,0.9098369202535869,"[0.8645311978645313, 0.9491061373873875]",auroc,results/external/taskbench_static_poset/main_table.json,TWO.intersection.auroc,10d4bf4,delta vs bayes CI covers 0
taskbench_static_poset,TWO,test,intersection,pairwise_acc,0.8845824991658325,"[0.8333534054888222, 0.9299930138471805]",accuracy,results/external/taskbench_static_poset/main_table.json,TWO.intersection.pairwise_acc,10d4bf4,
taskbench_static_poset,TWO,test,bayes,closure_f1,0.7059004841613536,"[0.6414649940736898, 0.7624422439096352]",f1,results/external/taskbench_static_poset/main_table.json,TWO.bayes.closure_f1,10d4bf4,
taskbench_static_poset,TWO,test,bayes,incomparable_f1,0.6367608209713473,"[0.5774036724694619, 0.6971696696696696]",f1,results/external/taskbench_static_poset/main_table.json,TWO.bayes.incomparable_f1,10d4bf4,
taskbench_static_poset,TWO,test,bayes,relation_brier,0.08556360924904496,"[0.07538194601835255, 0.09534530371642848]",brier,results/external/taskbench_static_poset/main_table.json,TWO.bayes.brier,10d4bf4,best fitted
taskbench_static_poset,TWO,test,bayes,legal_nll_per_node,0.6853141717185864,"[0.6539206943196201, 0.7164865345334954]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.bayes.legal_nll_per_node,10d4bf4,best fitted
taskbench_static_poset,TWO,test,bayes,illegal_nll_per_node,1.1302853241393318,"[1.0771597892155353, 1.1813075172862213]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.bayes.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,TWO,test,bayes,auroc,0.8740459209209209,"[0.8326603947697697, 0.9125547422422423]",auroc,results/external/taskbench_static_poset/main_table.json,TWO.bayes.auroc,10d4bf4,
taskbench_static_poset,TWO,test,bayes,pairwise_acc,0.8740459209209209,"[0.8322693787537537, 0.9118653810060061]",accuracy,results/external/taskbench_static_poset/main_table.json,TWO.bayes.pairwise_acc,10d4bf4,
taskbench_static_poset,TWO,test,gold_oracle,legal_nll_per_node,0.418076626724762,"[0.39095568703380634, 0.44424777366295004]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.gold_oracle.legal_nll_per_node,10d4bf4,ORACLE
taskbench_static_poset,TWO,test,gold_oracle,illegal_nll_per_node,2.06372808591322,"[1.9587357916410635, 2.1662796597251797]",nats_per_node,results/external/taskbench_static_poset/main_table.json,TWO.gold_oracle.illegal_nll_per_node,10d4bf4,ORACLE
taskbench_static_poset,FOUR,test,first_total_order,closure_f1,0.6019083480621942,"[0.556959706959707, 0.6480476734803657]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.closure_f1,10d4bf4,n_graphs 26
taskbench_static_poset,FOUR,test,first_total_order,incomparable_f1,0.0,"[0.0, 0.0]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.incomparable_f1,10d4bf4,
taskbench_static_poset,FOUR,test,first_total_order,relation_brier,0.2793956043956044,"[0.25366300366300365, 0.3032051282051281]",brier,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.brier,10d4bf4,
taskbench_static_poset,FOUR,test,first_total_order,legal_nll_per_node,1.9532280934336725,"[1.7611795855377332, 2.1838967376312586]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.legal_nll_per_node,10d4bf4,
taskbench_static_poset,FOUR,test,first_total_order,illegal_nll_per_node,2.782155125310727,"[2.604396505699128, 2.963364366580917]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,FOUR,test,first_total_order,auroc,0.7920255742521368,"[0.7093182425213675, 0.8680165347889957]",auroc,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.auroc,10d4bf4,
taskbench_static_poset,FOUR,test,first_total_order,pairwise_acc,0.7265791933760684,"[0.6084898337339744, 0.8317307692307693]",accuracy,results/external/taskbench_static_poset/main_table.json,FOUR.first_total_order.pairwise_acc,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,closure_f1,0.0,"[0.0, 0.0]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.closure_f1,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,incomparable_f1,0.7075862733757472,"[0.6625145797185271, 0.7493589743589746]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.incomparable_f1,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,relation_brier,0.22060439560439557,"[0.1969757326007326, 0.24569597069597068]",brier,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.brier,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,legal_nll_per_node,0.8760686519748577,"[0.8286819206216679, 0.9297240329807177]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.legal_nll_per_node,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,illegal_nll_per_node,0.8760686519748577,"[0.8293628896348362, 0.9294841800378291]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,auroc,0.5,"[0.5, 0.5]",auroc,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.auroc,10d4bf4,
taskbench_static_poset,FOUR,test,antichain,pairwise_acc,0.0,"[0.0, 0.0]",accuracy,results/external/taskbench_static_poset/main_table.json,FOUR.antichain.pairwise_acc,10d4bf4,
taskbench_static_poset,FOUR,test,intersection,closure_f1,0.9064685314685315,"[0.8680069930069931, 0.9437150349650348]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.closure_f1,10d4bf4,delta vs bayes -0.004 CI [-0.010 0.000] 24/26 exact ties
taskbench_static_poset,FOUR,test,intersection,incomparable_f1,0.898901098901099,"[0.8480769230769231, 0.9423076923076923]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.incomparable_f1,10d4bf4,delta vs bayes CI covers 0
taskbench_static_poset,FOUR,test,intersection,relation_brier,0.04523809523809523,"[0.026923076923076925, 0.06383012820512816]",brier,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.brier,10d4bf4,delta vs bayes CI covers 0
taskbench_static_poset,FOUR,test,intersection,legal_nll_per_node,0.7687975319587042,"[0.6465621366293106, 0.8996059995328846]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.legal_nll_per_node,10d4bf4,
taskbench_static_poset,FOUR,test,intersection,illegal_nll_per_node,2.2329936795026097,"[2.105034592251683, 2.359543041806011]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.illegal_nll_per_node,10d4bf4,
taskbench_static_poset,FOUR,test,intersection,auroc,0.9855268429487178,"[0.9670973557692307, 0.9990985576923077]",auroc,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.auroc,10d4bf4,delta vs bayes CI covers 0
taskbench_static_poset,FOUR,test,intersection,pairwise_acc,0.9850761217948717,"[0.9675480769230769, 0.9987980769230769]",accuracy,results/external/taskbench_static_poset/main_table.json,FOUR.intersection.pairwise_acc,10d4bf4,
taskbench_static_poset,FOUR,test,bayes,closure_f1,0.9024725274725275,"[0.864010989010989, 0.9406593406593406]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.closure_f1,10d4bf4,
taskbench_static_poset,FOUR,test,bayes,incomparable_f1,0.8924908424908425,"[0.8388278388278388, 0.9399313186813187]",f1,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.incomparable_f1,10d4bf4,
taskbench_static_poset,FOUR,test,bayes,relation_brier,0.04145883570037295,"[0.02889058516300684, 0.05438982530312251]",brier,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.brier,10d4bf4,best fitted mean but delta vs intersection CI covers 0
taskbench_static_poset,FOUR,test,bayes,legal_nll_per_node,0.6424067402051075,"[0.5904780169927468, 0.6958082356457503]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.legal_nll_per_node,10d4bf4,best fitted; delta vs intersection CI excludes 0
taskbench_static_poset,FOUR,test,bayes,illegal_nll_per_node,1.3628942158085207,"[1.2726806109020756, 1.4460987704987223]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.illegal_nll_per_node,10d4bf4,intersection assigns illegal orders lower probability
taskbench_static_poset,FOUR,test,bayes,auroc,0.9754774305555555,"[0.9490351228632478, 0.9966613247863247]",auroc,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.auroc,10d4bf4,
taskbench_static_poset,FOUR,test,bayes,pairwise_acc,0.9754774305555555,"[0.9487680288461539, 0.9966613247863247]",accuracy,results/external/taskbench_static_poset/main_table.json,FOUR.bayes.pairwise_acc,10d4bf4,
taskbench_static_poset,FOUR,test,gold_oracle,legal_nll_per_node,0.47601728686084044,"[0.4516444420035001, 0.5002099123758617]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.gold_oracle.legal_nll_per_node,10d4bf4,ORACLE
taskbench_static_poset,FOUR,test,gold_oracle,illegal_nll_per_node,2.1120155362410173,"[1.9997115753461452, 2.222208967150292]",nats_per_node,results/external/taskbench_static_poset/main_table.json,FOUR.gold_oracle.illegal_nll_per_node,10d4bf4,ORACLE
taskbench_static_poset,paired_curve,test,bayes,closure_f1_ONE,0.45221199112601823,,f1,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.closure_f1.means.ONE,10d4bf4,26 paired graphs
taskbench_static_poset,paired_curve,test,bayes,closure_f1_TWO,0.6766003784398433,,f1,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.closure_f1.means.TWO,10d4bf4,26 paired graphs
taskbench_static_poset,paired_curve,test,bayes,closure_f1_FOUR,0.9024725274725275,,f1,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.closure_f1.means.FOUR,10d4bf4,26 paired graphs
taskbench_static_poset,paired_curve,test,bayes,closure_f1_FOUR_minus_ONE,0.45026053634650925,"[0.35574907589896276, 0.5524819059773811]",f1,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.closure_f1.FOUR_minus_ONE,10d4bf4,CI excludes 0
taskbench_static_poset,paired_curve,test,bayes,incomparable_f1_FOUR_minus_ONE,0.32690815971358955,"[0.25635182031392434, 0.40009170976082736]",f1,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.incomparable_f1.FOUR_minus_ONE,10d4bf4,CI excludes 0
taskbench_static_poset,paired_curve,test,bayes,brier_FOUR_minus_ONE,-0.08810786886884257,"[-0.1010357758318616, -0.07506617779787375]",brier,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.brier.FOUR_minus_ONE,10d4bf4,CI excludes 0
taskbench_static_poset,paired_curve,test,bayes,legal_nll_per_node_FOUR_minus_ONE,-0.11607313177286041,"[-0.16498152952361242, -0.0631980296242881]",nats_per_node,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.legal_nll_per_node.FOUR_minus_ONE,10d4bf4,CI excludes 0
taskbench_static_poset,paired_curve,test,bayes,auroc_FOUR_minus_ONE,0.13975577121366142,"[0.09237665001871055, 0.18818037909761254]",auroc,results/external/taskbench_static_poset/test/condition_curves.json,models.bayes.auroc.FOUR_minus_ONE,10d4bf4,CI excludes 0
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,closure_f1_ONE,-0.17525759692942353,"[-0.24636388805506448, -0.10375541782662527]",f1,results/external/taskbench_static_poset/test/paired_bootstrap.json,ONE.bayes_vs_intersection.closure_f1,10d4bf4,intersection ahead; 25 losses 9 ties 3 wins
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,closure_f1_TWO,-0.11168753658935988,"[-0.18221956376514584, -0.05478445055917009]",f1,results/external/taskbench_static_poset/test/paired_bootstrap.json,TWO.bayes_vs_intersection.closure_f1,10d4bf4,intersection ahead
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,closure_f1_FOUR,-0.003996003996003989,"[-0.009990009990009973, 0.0]",f1,results/external/taskbench_static_poset/test/paired_bootstrap.json,FOUR.bayes_vs_intersection.closure_f1,10d4bf4,24/26 exact ties
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,incomparable_f1_ONE,0.5333906157435571,"[0.4723261798261797, 0.5928119742825625]",f1,results/external/taskbench_static_poset/test/paired_bootstrap.json,ONE.bayes_vs_intersection.incomparable_f1,10d4bf4,37/37 wins
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,brier_ONE,-0.12167963839777278,"[-0.1444986688426708, -0.09810154571290038]",brier,results/external/taskbench_static_poset/test/paired_bootstrap.json,ONE.bayes_vs_intersection.brier,10d4bf4,36/37 wins
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,brier_TWO,-0.024346300660864947,"[-0.04408016917769173, -0.005008044064461459]",brier,results/external/taskbench_static_poset/test/paired_bootstrap.json,TWO.bayes_vs_intersection.brier,10d4bf4,
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,brier_FOUR,-0.0037792595377222926,"[-0.010885803827428714, 0.0028657435941361054]",brier,results/external/taskbench_static_poset/test/paired_bootstrap.json,FOUR.bayes_vs_intersection.brier,10d4bf4,CI covers 0 - tied
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,legal_nll_per_node_ONE,-0.9325473694881875,"[-1.0564011417461439, -0.8102898793518678]",nats_per_node,results/external/taskbench_static_poset/test/paired_bootstrap.json,ONE.bayes_vs_intersection.legal_nll_per_node,10d4bf4,37/37 wins
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,legal_nll_per_node_TWO,-0.33495064746792264,"[-0.4578683945300128, -0.2175500348516241]",nats_per_node,results/external/taskbench_static_poset/test/paired_bootstrap.json,TWO.bayes_vs_intersection.legal_nll_per_node,10d4bf4,29/37 wins
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,legal_nll_per_node_FOUR,-0.12639079175359663,"[-0.20809955458648094, -0.05041428043760351]",nats_per_node,results/external/taskbench_static_poset/test/paired_bootstrap.json,FOUR.bayes_vs_intersection.legal_nll_per_node,10d4bf4,CI excludes 0
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,auroc_ONE,0.007887089748651549,"[-0.03882519384986491, 0.05531210231739926]",auroc,results/external/taskbench_static_poset/test/paired_bootstrap.json,ONE.bayes_vs_intersection.auroc,10d4bf4,CI covers 0
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,auroc_TWO,-0.035790999332666,"[-0.07947543898064732, 0.005000834167500819]",auroc,results/external/taskbench_static_poset/test/paired_bootstrap.json,TWO.bayes_vs_intersection.auroc,10d4bf4,CI covers 0
taskbench_static_poset,paired_vs_intersection,test,bayes_minus_intersection,auroc_FOUR,-0.010049412393162392,"[-0.031817574786324784, 0.002437232905982907]",auroc,results/external/taskbench_static_poset/test/paired_bootstrap.json,FOUR.bayes_vs_intersection.auroc,10d4bf4,CI covers 0
taskbench_static_poset,convergence,all,bayes,convergence_rate,1.0,,fraction,results/external/taskbench_static_poset/convergence_summary.json,convergence_rate,10d4bf4,132/132 fits
taskbench_static_poset,runtime,all,bayes,wall_time_s,1583.5684173339978,,seconds,results/external/taskbench_static_poset/runtime.json,wall_time_s,10d4bf4,8 workers
taskbench_static_poset,runtime,all,bayes,total_fit_cpu_s,12285.482162372966,,seconds,results/external/taskbench_static_poset/runtime.json,total_fit_cpu_s,10d4bf4,mean 93.07183456343157 s per fit
taskbench_static_poset,runtime,all,bayes,mean_ess_per_s,36.341091948284976,,ess_per_second,results/external/taskbench_static_poset/runtime.json,mean_ess_per_s,10d4bf4,
tau3_retail_pilot,setup,full_pool,n/a,n_trajectories_extracted,456,,count,results/external/tau3_retail_audit/extraction_summary.json,n_trajectories,8100fc2,114 official tasks x 4 trials
tau3_retail_pilot,setup,full_pool,n/a,n_tool_occurrences_extracted,3444,,count,results/external/tau3_retail_audit/extraction_summary.json,extracted_occurrence_count,8100fc2,equals raw_tool_call_count
tau3_retail_pilot,setup,selected,n/a,n_task_ids,30,,count,results/external/tau3_retail_hpop_pilot/corpus_summary.json,n_tasks,8100fc2,subset return_exchange_cancel
tau3_retail_pilot,setup,selected,n/a,n_trajectories,119,,count,results/external/tau3_retail_hpop_pilot/corpus_summary.json,n_trajectories,8100fc2,
tau3_retail_pilot,setup,train,n/a,n_trajectories,79,,count,results/external/tau3_retail_hpop_pilot/split_manifest.json,trajectory_counts.train,8100fc2,20 task IDs
tau3_retail_pilot,setup,development,n/a,n_trajectories,20,,count,results/external/tau3_retail_hpop_pilot/split_manifest.json,trajectory_counts.development,8100fc2,5 task IDs
tau3_retail_pilot,setup,test,n/a,n_trajectories,20,,count,results/external/tau3_retail_hpop_pilot/split_manifest.json,trajectory_counts.test,8100fc2,5 task IDs; SEALED - file never opened
tau3_retail_pilot,setup,selected,n/a,cpa_vocabulary_size,8,,count,results/external/tau3_retail_hpop_pilot/tool_vocabulary.json,n_tools,8100fc2,exact official tool names; identity role map
