config_id,axis,label,N,J,K,A,D_min,D_max,regime,group,phase,seed,operation,n_reps,reduced_repetitions,censored,budget_limited,wall_median_s,wall_iqr_s,wall_p90_s,wall_ci_lo_s,wall_ci_hi_s,wall_ci_rel_half_width,cpu_median_s,cpu_iqr_s,cpu_p90_s,peak_rss_bytes,legal_blocks_total,legal_blocks_times_skills,trace_occurrences,forward_states,forward_total_reductions,role_relation_density,role_mean_predecessors,loadavg_before_1m,loadavg_after_1m,speed_probe_median_s,speed_normalised_wall_median_s
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,2.206001375,0.022999979,2.227879816,2.202222333,2.223918583,0.004918,2.203936000,0.019326500,2.222385600,1525649408,60400,604000,6144,61440,1216800,0.247368,4.7000,2.09,1.73,nan,
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,marg,main,20260822,marg_plain,16,0,0,0,0.266356459,0.024101396,0.292708063,0.259981250,0.281295625,0.040011,0.265938000,0.023589750,0.290454500,1462407168,60400,604000,6144,61440,1216800,0.247368,4.7000,11.11,7.11,nan,
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,marg,main,20260822,marg_structural,16,0,0,0,4.537504917,0.337188240,5.007984416,4.476259166,4.779474458,0.033412,4.528498000,0.331498250,4.986201000,1462407168,60400,604000,6144,61440,1216800,0.247368,4.7000,11.11,7.11,nan,
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.057938416,0.000547000,0.058316783,0.057747917,0.058142667,0.003407,0.057846000,0.000535000,0.058272000,642535424,60400,604000,6144,61440,1216800,0.247368,4.7000,2.29,2.19,nan,
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.122454125,0.001046250,0.123165050,0.121852709,0.122789084,0.003823,0.122407000,0.001038000,0.123096800,642535424,60400,604000,6144,61440,1216800,0.247368,4.7000,2.29,2.19,nan,
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,primitives,main,20260822,forward_batched,15,0,0,0,0.063593334,0.000538563,0.064323366,0.063397666,0.063970625,0.004505,0.063578000,0.000524000,0.064308000,642535424,60400,604000,6144,61440,1216800,0.247368,4.7000,2.29,2.19,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,build,main,20260822,emission_build,15,0,0,0,0.265359167,0.001712812,0.281823275,0.264303833,0.266197000,0.003567,0.264843000,0.001564500,0.279067800,141795328,6640,66400,768,7680,141600,0.247368,4.7000,2.11,2.18,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,build,main,20260822,emission_cache_hit,15,0,0,0,0.000223208,0.000016938,0.000237583,0.000212666,0.000232000,0.043309,0.000224000,0.000017000,0.000237600,141795328,6640,66400,768,7680,141600,0.247368,4.7000,2.11,2.18,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,cond,main,20260822,cond_plain,15,0,0,0,0.020393209,0.000420750,0.020743017,0.020243050,0.020584793,0.008379,0.020372000,0.000382500,0.020675400,171642880,6640,66400,768,7680,141600,0.247368,4.7000,2.04,2.03,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,0.288376584,0.001837584,0.314466592,0.287540333,0.289444709,0.003302,0.287775000,0.001676000,0.309129800,171642880,6640,66400,768,7680,141600,0.247368,4.7000,2.04,2.03,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,marg,main,20260822,marg_plain,15,0,0,0,0.020210584,0.000483833,0.020790150,0.020063167,0.020523500,0.011388,0.020208000,0.000438500,0.020686200,172453888,6640,66400,768,7680,141600,0.247368,4.7000,2.03,2.11,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,marg,main,20260822,marg_structural,15,0,0,0,0.304582000,0.002137938,0.313544400,0.304412166,0.306869667,0.004034,0.304015000,0.002098000,0.311919600,172453888,6640,66400,768,7680,141600,0.247368,4.7000,2.03,2.11,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.006513208,0.000082687,0.006603050,0.006492375,0.006568053,0.005810,0.006512000,0.000061500,0.006566200,138063872,6640,66400,768,7680,141600,0.247368,4.7000,2.16,2.16,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.009729042,0.000111813,0.010024491,0.009690833,0.009808416,0.006043,0.009716000,0.000101000,0.009974600,138063872,6640,66400,768,7680,141600,0.247368,4.7000,2.16,2.16,nan,
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,primitives,main,20260822,forward_batched,15,0,0,0,0.003116667,0.000108749,0.003262975,0.003091917,0.003176708,0.013603,0.003112000,0.000109500,0.003253800,138063872,6640,66400,768,7680,141600,0.247368,4.7000,2.16,2.16,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,build,main,20260822,emission_build,5,1,0,0,4.134620958,0.008096542,4.139984692,4.071983041,4.143488875,0.008647,4.134293000,0.008142000,4.139577400,1041154048,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.50,1.46,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,build,main,20260822,emission_cache_hit,7,1,0,0,0.000254292,0.000015605,0.000282117,0.000244083,0.000261667,0.034574,0.000254000,0.000016000,0.000281800,1041154048,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.50,1.46,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,cond,main,20260822,cond_plain,5,1,0,0,0.350298375,0.002187917,0.351410792,0.346903500,0.351715708,0.006869,0.350300000,0.002201000,0.351378800,3637415936,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.79,1.53,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,cond,main,20260822,cond_structural,5,1,0,0,4.479047541,0.006083168,4.491737459,4.477651250,4.496919792,0.002151,4.478704000,0.006184000,4.491540400,3637415936,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.79,1.53,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,marg,main,20260822,marg_plain,5,1,0,0,0.346393125,0.001718834,0.348485692,0.344583125,0.349048125,0.006445,0.346347000,0.001675000,0.348410200,4429135872,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.53,1.37,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,marg,main,20260822,marg_structural,5,1,0,0,5.239052625,0.011398833,5.247215025,5.222052792,5.251455875,0.002806,5.238748000,0.011281000,5.246798400,4429135872,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.53,1.37,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,primitives,main,20260822,backward_sample,5,1,0,0,0.115491041,0.000254874,0.115665666,0.115323625,0.115686250,0.001570,0.115492000,0.000240000,0.115644200,1794965504,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.46,1.44,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,primitives,main,20260822,ffbs_complete,5,1,0,0,0.309597458,0.003249125,0.311888917,0.307279750,0.312167084,0.007893,0.309555000,0.003261000,0.311874200,1794965504,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.46,1.44,nan,
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,primitives,main,20260822,forward_batched,5,1,0,0,0.192713583,0.001482750,0.194606208,0.191398583,0.195249708,0.009992,0.192711000,0.001473000,0.194595200,1794965504,121840,1218400,12288,122880,2445600,0.247368,4.7000,1.46,1.44,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,build,main,20260822,emission_build,15,0,0,0,0.522844917,0.003040563,0.537825625,0.521995791,0.524385792,0.002286,0.521699000,0.002804000,0.533868600,180969472,14320,143200,1536,15360,295200,0.247368,4.7000,2.34,2.28,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,build,main,20260822,emission_cache_hit,15,0,0,0,0.000238875,0.000009563,0.000251417,0.000233916,0.000243083,0.019188,0.000238000,0.000009000,0.000250600,180969472,14320,143200,1536,15360,295200,0.247368,4.7000,2.34,2.28,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,cond,main,20260822,cond_plain,15,0,0,0,0.035991542,0.000507979,0.036240158,0.035516292,0.036110584,0.008256,0.035791000,0.000526500,0.036169200,266051584,14320,143200,1536,15360,295200,0.247368,4.7000,2.28,2.14,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,0.558928458,0.003046438,0.574749950,0.556790875,0.559582167,0.002497,0.557890000,0.002935500,0.569738200,266051584,14320,143200,1536,15360,295200,0.247368,4.7000,2.28,2.14,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,marg,main,20260822,marg_plain,15,0,0,0,0.036286792,0.000589645,0.036525292,0.035758834,0.036379875,0.008557,0.036185000,0.000542500,0.036463600,276004864,14320,143200,1536,15360,295200,0.247368,4.7000,2.16,2.34,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,marg,main,20260822,marg_structural,15,0,0,0,0.600714875,0.014812355,0.620971092,0.592168666,0.606184542,0.011666,0.599202000,0.014077000,0.613900600,276004864,14320,143200,1536,15360,295200,0.247368,4.7000,2.16,2.34,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.013920875,0.000341230,0.014343883,0.013785166,0.014038917,0.009114,0.013899000,0.000284000,0.014230000,168267776,14320,143200,1536,15360,295200,0.247368,4.7000,2.28,2.28,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.020368125,0.000664562,0.021012391,0.020093833,0.020776958,0.016769,0.020363000,0.000643500,0.020966600,168267776,14320,143200,1536,15360,295200,0.247368,4.7000,2.28,2.28,nan,
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,primitives,main,20260822,forward_batched,15,0,0,0,0.006400500,0.000275688,0.006694991,0.006307625,0.006603542,0.023117,0.006402000,0.000245000,0.006641800,168267776,14320,143200,1536,15360,295200,0.247368,4.7000,2.28,2.28,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_build,15,0,0,0,3.691248583,0.099932917,3.826439192,3.618173792,3.721717167,0.014026,3.542583000,0.081009500,3.609064800,342110208,38880,388800,4096,40960,795200,0.247368,4.7000,12.22,11.89,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,15,0,0,0,0.000625625,0.000043458,0.000712425,0.000598458,0.000646208,0.038162,0.000624000,0.000044000,0.000710400,342110208,38880,388800,4096,40960,795200,0.247368,4.7000,12.22,11.89,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,15,0,0,0,0.178161166,0.006722334,0.187170917,0.176930625,0.185158542,0.023091,0.175335000,0.004861000,0.180278000,595898368,38880,388800,4096,40960,795200,0.247368,4.7000,10.16,10.06,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,3.524001584,0.028226166,3.556241625,3.513140667,3.545049583,0.004527,3.464431000,0.021348000,3.488185800,595898368,38880,388800,4096,40960,795200,0.247368,4.7000,10.16,10.06,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,15,0,0,0,0.182118167,0.008661062,0.191060983,0.177031750,0.187121333,0.027701,0.179430000,0.004543000,0.184412400,588914688,38880,388800,4096,40960,795200,0.247368,4.7000,10.06,10.71,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,15,0,0,0,3.731935084,0.295077500,4.060797117,3.721738750,3.991418500,0.036131,3.658634000,0.205326500,3.877911200,588914688,38880,388800,4096,40960,795200,0.247368,4.7000,10.06,10.71,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.089474667,0.005496876,0.096357425,0.086826541,0.093340917,0.036403,0.088587000,0.004128000,0.092261600,356806656,38880,388800,4096,40960,795200,0.247368,4.7000,11.98,11.59,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.142181334,0.006338291,0.149049033,0.138763750,0.144261583,0.019334,0.138927000,0.006191000,0.143243200,356806656,38880,388800,4096,40960,795200,0.247368,4.7000,11.98,11.59,nan,
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,19,0,0,0,0.049335708,0.005606938,0.057330625,0.047847458,0.052687125,0.049048,0.048224000,0.004217500,0.053460800,356806656,38880,388800,4096,40960,795200,0.247368,4.7000,11.98,11.59,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,15,0,0,0,6.704001291,0.033150709,6.743871583,6.685374000,6.721969875,0.002729,6.592389000,0.018747000,6.617344400,398544896,38880,777600,4096,81920,2409600,0.259605,4.9325,9.64,10.04,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,15,0,0,0,0.001034958,0.000037501,0.001174800,0.001014167,0.001038917,0.011957,0.001034000,0.000037000,0.001162000,398544896,38880,777600,4096,81920,2409600,0.259605,4.9325,9.64,10.04,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,15,0,0,0,0.338062875,0.011074167,0.351922983,0.334783500,0.347838958,0.019309,0.332411000,0.007866000,0.341773800,899633152,38880,777600,4096,81920,2409600,0.259605,4.9325,9.81,9.57,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,7.081982208,0.063020458,7.147675225,7.061554792,7.135252542,0.005203,6.971670000,0.047780500,7.025534400,899633152,38880,777600,4096,81920,2409600,0.259605,4.9325,9.81,9.57,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,15,0,0,0,0.340967500,0.007908396,0.347501108,0.336615000,0.343338958,0.009860,0.334880000,0.004110000,0.339098000,924311552,38880,777600,4096,81920,2409600,0.259605,4.9325,10.41,9.64,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_structural,15,0,0,0,7.249315500,0.062394145,7.285350183,7.216547875,7.279624833,0.004351,7.113668000,0.033163000,7.143514000,924311552,38880,777600,4096,81920,2409600,0.259605,4.9325,10.41,9.64,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.170775958,0.005147958,0.181217050,0.169735000,0.175001167,0.015418,0.168508000,0.002659000,0.173013400,464846848,38880,777600,4096,81920,2409600,0.259605,4.9325,10.04,9.81,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.268162042,0.009912896,0.275633408,0.261773542,0.273736459,0.022305,0.261187000,0.003907000,0.266633000,464846848,38880,777600,4096,81920,2409600,0.259605,4.9325,10.04,9.81,nan,
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,primitives,main,20260822,forward_batched,15,0,0,0,0.089894250,0.007260707,0.095995533,0.086486584,0.093275570,0.037761,0.089524000,0.005385500,0.092323400,464846848,38880,777600,4096,81920,2409600,0.259605,4.9325,10.04,9.81,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,build,main,20260822,emission_build,15,0,0,0,0.386739167,0.003631208,0.389579267,0.384215042,0.389028167,0.006223,0.386466000,0.003537500,0.389084400,222900224,38880,116640,4096,12288,152544,0.215789,4.1000,1.87,1.74,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,build,main,20260822,emission_cache_hit,15,0,0,0,0.000108333,0.000007271,0.000119117,0.000106542,0.000113625,0.032691,0.000108000,0.000008000,0.000119200,222900224,38880,116640,4096,12288,152544,0.215789,4.1000,1.87,1.74,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,cond,main,20260822,cond_plain,15,0,0,0,0.035743833,0.000294895,0.035864417,0.035550709,0.035820791,0.003778,0.035720000,0.000307000,0.035823200,314429440,38880,116640,4096,12288,152544,0.215789,4.1000,1.74,1.62,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,0.474392333,0.001360541,0.492020342,0.473394542,0.475060625,0.001756,0.473999000,0.001192500,0.487599000,314429440,38880,116640,4096,12288,152544,0.215789,4.1000,1.74,1.62,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,marg,main,20260822,marg_plain,15,0,0,0,0.035395667,0.000328938,0.035642341,0.035254542,0.035572667,0.004494,0.035383000,0.000317500,0.035609000,311529472,38880,116640,4096,12288,152544,0.215789,4.1000,1.65,1.79,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,marg,main,20260822,marg_structural,15,0,0,0,0.467190042,0.003011500,0.482481550,0.464592208,0.468177533,0.003837,0.466992000,0.003043000,0.478857000,311529472,38880,116640,4096,12288,152544,0.215789,4.1000,1.65,1.79,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.015018000,0.000242396,0.015164425,0.014852500,0.015077375,0.007487,0.014975000,0.000231500,0.015147200,200343552,38880,116640,4096,12288,152544,0.215789,4.1000,1.74,1.74,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.023120500,0.000162000,0.023382575,0.022963542,0.023161625,0.004284,0.023119000,0.000175500,0.023346000,200343552,38880,116640,4096,12288,152544,0.215789,4.1000,1.74,1.74,nan,
K/N32_J128_K3_A20_D12_full_s20260822,K,K_3,32,128,3,20,3,12,full,primitives,main,20260822,forward_batched,15,0,0,0,0.008046125,0.000256375,0.008363667,0.007885250,0.008145375,0.016165,0.008041000,0.000252000,0.008331200,200343552,38880,116640,4096,12288,152544,0.215789,4.1000,1.74,1.74,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,build,main,20260822,emission_build,5,1,0,0,11.053929250,0.027665375,11.072520958,11.014668542,11.078376292,0.002882,11.033871000,0.031831000,11.052793800,509415424,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.97,5.40,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,build,main,20260822,emission_cache_hit,31,0,0,0,0.001568000,0.000243833,0.001635875,0.001479542,0.001581458,0.032499,0.001567000,0.000244000,0.001628000,509415424,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.97,5.40,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,cond,main,20260822,cond_plain,5,1,0,0,0.462855750,0.012044667,0.471389908,0.453547833,0.473657708,0.021724,0.460810000,0.011967000,0.470697600,1575362560,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.33,5.37,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,cond,main,20260822,cond_structural,5,1,0,0,10.427345084,0.062610376,10.432639984,10.354065833,10.433486917,0.003808,10.404426000,0.059650000,10.411109600,1575362560,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.33,5.37,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,marg,main,20260822,marg_plain,5,1,0,0,0.467573125,0.003675333,0.472523867,0.447122333,0.475469584,0.030313,0.464994000,0.003511000,0.470848400,1595887616,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.37,5.41,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,marg,main,20260822,marg_structural,5,1,0,0,10.546854583,0.096204875,10.646555900,10.476605292,10.685120167,0.009885,10.526993000,0.093829000,10.614538600,1595887616,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.37,5.41,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,primitives,main,20260822,backward_sample,5,1,0,0,0.232390750,0.001881541,0.234513291,0.230117250,0.235014375,0.010536,0.231597000,0.001793000,0.234154800,642535424,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.37,5.36,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,primitives,main,20260822,ffbs_complete,5,1,0,0,0.383790125,0.005946666,0.391519533,0.378285459,0.393089250,0.019286,0.383388000,0.005812000,0.390663200,642535424,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.37,5.36,nan,
K/N32_J128_K40_A20_D12_full_s20260822,K,K_40,32,128,40,20,3,12,full,primitives,main,20260822,forward_batched,5,1,0,0,0.150773250,0.003869459,0.152794325,0.147204000,0.152966625,0.019110,0.150621000,0.003790000,0.152580600,642535424,38880,1555200,4096,163840,8096000,0.260855,4.9562,5.37,5.36,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,build,main,20260822,emission_build,15,0,0,0,0.763859666,0.025245979,0.797137841,0.757810125,0.783481833,0.016804,0.762115000,0.022964000,0.787972400,264278016,38880,194400,4096,20480,295200,0.224211,4.2600,2.33,2.39,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,build,main,20260822,emission_cache_hit,15,0,0,0,0.000153084,0.000007729,0.000158366,0.000151000,0.000157417,0.020959,0.000153000,0.000008500,0.000158000,264278016,38880,194400,4096,20480,295200,0.224211,4.2600,2.33,2.39,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,cond,main,20260822,cond_plain,15,0,0,0,0.046935709,0.001479791,0.048570050,0.046083291,0.047816833,0.018467,0.046877000,0.001363000,0.048390600,387940352,38880,194400,4096,20480,295200,0.224211,4.2600,2.85,2.50,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,cond,main,20260822,cond_structural,15,0,0,0,0.706977459,0.018128708,0.741119650,0.702125584,0.723430292,0.015067,0.705369000,0.015658000,0.728689600,387940352,38880,194400,4096,20480,295200,0.224211,4.2600,2.85,2.50,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,marg,main,20260822,marg_plain,15,0,0,0,0.047217375,0.000330542,0.047767858,0.047179084,0.047554667,0.003977,0.047168000,0.000348000,0.047613400,383283200,38880,194400,4096,20480,295200,0.224211,4.2600,2.54,2.36,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,marg,main,20260822,marg_structural,15,0,0,0,0.815990583,0.010723979,0.837912850,0.813749459,0.819817584,0.003718,0.814264000,0.010148000,0.831420400,383283200,38880,194400,4096,20480,295200,0.224211,4.2600,2.54,2.36,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,primitives,main,20260822,backward_sample,15,0,0,0,0.021426917,0.000510104,0.021903458,0.021130375,0.021674917,0.012707,0.021422000,0.000500500,0.021877600,244879360,38880,194400,4096,20480,295200,0.224211,4.2600,2.85,2.85,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,primitives,main,20260822,ffbs_complete,15,0,0,0,0.031606083,0.000843520,0.032268008,0.031126792,0.031876166,0.011855,0.031590000,0.000902000,0.032240200,244879360,38880,194400,4096,20480,295200,0.224211,4.2600,2.85,2.85,nan,
K/N32_J128_K5_A20_D12_full_s20260822,K,K_5,32,128,5,20,3,12,full,primitives,main,20260822,forward_batched,15,0,0,0,0.009664583,0.000169792,0.009879675,0.009605250,0.009781459,0.009116,0.009665000,0.000158000,0.009858600,244879360,38880,194400,4096,20480,295200,0.224211,4.2600,2.85,2.85,nan,
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,build,main,20260822,emission_build,5,1,0,0,10.547733792,0.029033959,10.606184259,10.512363208,10.634847375,0.005806,10.547163000,0.029129000,10.605578600,663113728,38880,3110400,4096,327680,29299200,0.260724,4.9537,1.41,1.75,nan,
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,build,main,20260822,emission_cache_hit,5,1,0,0,0.001482792,0.000067125,0.001546800,0.001471208,0.001551417,0.027047,0.001482000,0.000067000,0.001542000,663113728,38880,3110400,4096,327680,29299200,0.260724,4.9537,1.41,1.75,nan,
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,cond,main,20260822,cond_plain,5,1,0,0,0.525957000,0.003491749,0.527739733,0.523309917,0.527913417,0.004376,0.525917000,0.003459000,0.527672800,2408579072,38880,3110400,4096,327680,29299200,0.260724,4.9537,1.46,1.41,nan,
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,cond,main,20260822,cond_structural,5,1,0,0,11.101426250,0.043882667,11.151603892,11.077976875,11.165620042,0.003947,11.098731000,0.043986000,11.150864800,2408579072,38880,3110400,4096,327680,29299200,0.260724,4.9537,1.46,1.41,nan,
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,marg,main,20260822,marg_plain,5,1,0,0,0.514867084,0.000907667,0.517437100,0.510715042,0.518749334,0.007802,0.514852000,0.000908000,0.517397600,2414452736,38880,3110400,4096,327680,29299200,0.260724,4.9537,1.54,1.41,nan,
K/N32_J128_K80_A20_D12_full_s20260822,K,K_80,32,128,80,20,3,12,full,marg,main,20260822,marg_structural,5,1,0,0,12.054911250,0.037660875,12.117929083,12.023217042,12.137418416,0.004737,12.054180000,0.037592000,12.117158800,2414452736,38880,3110400,4096,327680,29299200,0.260724,4.9537,1.54,1.41,nan,
