config_id,axis,label,N,J,K,A,D_min,D_max,regime,group,phase,seed,peak_rss_bytes,peak_rss_mib,dense_block_table_bytes,dense_copies_live_in_this_group,batched_stack_bytes_worst_class,alpha_chart_bytes,batched_alpha_r_bytes,fast_cumulative_bytes,predicted_arrays_total_bytes,predicted_process_rss_bytes,projected_banded_bytes_NOT_IMPLEMENTED,projected_banded_saving_ratio_NOT_IMPLEMENTED,swap_used_mb
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,build,main,20260822,230117376,219.46,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1539.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,cond,main,20260822,367587328,350.56,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1539.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,marg,main,20260822,363544576,346.7,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1539.38
N/N16_J128_K10_A20_D12_full_s20260822,N,N_16,16,128,10,20,3,12,full,primitives,main,20260822,240373760,229.24,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1539.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,build,main,20260822,115326976,109.98,1320960,1,1320960,10320,20640,120960,2793840,233480560,100800,13.104761904761904,1563.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,cond,main,20260822,125997056,120.16,1320960,2,1320960,10320,20640,120960,4114800,234801520,100800,13.104761904761904,1563.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,marg,main,20260822,128225280,122.29,1320960,2,1320960,10320,20640,120960,4114800,234801520,100800,13.104761904761904,1563.38
N/N1_J128_K10_A20_D12_full_s20260822,N,N_1,1,128,10,20,3,12,full,primitives,main,20260822,118210560,112.73,1320960,1,1320960,10320,20640,120960,2793840,233480560,100800,13.104761904761904,1563.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,build,main,20260822,988561408,942.77,338165760,1,338165760,2641920,5283840,30965760,715223040,945909760,25804800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,cond,main,20260822,3061800960,2919.96,338165760,2,338165760,2641920,5283840,30965760,1053388800,1284075520,25804800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,marg,main,20260822,2955456512,2818.54,338165760,2,338165760,2641920,5283840,30965760,1053388800,1284075520,25804800,13.104761904761904,1523.38
N/N256_J128_K10_A20_D12_full_s20260822,N,N_256,256,128,10,20,3,12,full,primitives,main,20260822,1274040320,1215.02,338165760,1,338165760,2641920,5283840,30965760,715223040,945909760,25804800,13.104761904761904,1523.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,build,main,20260822,344641536,328.68,42270720,1,42270720,330240,660480,3870720,89402880,320089600,3225600,13.104761904761904,1539.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,cond,main,20260822,596692992,569.05,42270720,2,42270720,330240,660480,3870720,131673600,362360320,3225600,13.104761904761904,1539.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,marg,main,20260822,596488192,568.86,42270720,2,42270720,330240,660480,3870720,131673600,362360320,3225600,13.104761904761904,1539.38
N/N32_J128_K10_A20_D12_full_s20260822,N,N_32,32,128,10,20,3,12,full,primitives,main,20260822,357257216,340.71,42270720,1,42270720,330240,660480,3870720,89402880,320089600,3225600,13.104761904761904,1539.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,build,main,20260822,385650688,367.79,84541440,1,84541440,660480,1320960,7741440,178805760,409492480,6451200,13.104761904761904,1531.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,cond,main,20260822,1014845440,967.83,84541440,2,84541440,660480,1320960,7741440,263347200,494033920,6451200,13.104761904761904,1531.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,marg,main,20260822,1078431744,1028.47,84541440,2,84541440,660480,1320960,7741440,263347200,494033920,6451200,13.104761904761904,1531.38
N/N64_J128_K10_A20_D12_full_s20260822,N,N_64,64,128,10,20,3,12,full,primitives,main,20260822,408559616,389.63,84541440,1,84541440,660480,1320960,7741440,178805760,409492480,6451200,13.104761904761904,1531.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,build,main,20260822,161390592,153.91,10567680,1,10567680,82560,165120,967680,22350720,253037440,806400,13.104761904761904,1563.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,cond,main,20260822,245399552,234.03,10567680,2,10567680,82560,165120,967680,32918400,263605120,806400,13.104761904761904,1563.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,marg,main,20260822,240562176,229.42,10567680,2,10567680,82560,165120,967680,32918400,263605120,806400,13.104761904761904,1563.38
N/N8_J128_K10_A20_D12_full_s20260822,N,N_8,8,128,10,20,3,12,full,primitives,main,20260822,159141888,151.77,10567680,1,10567680,82560,165120,967680,22350720,253037440,806400,13.104761904761904,1563.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,build,main,20260822,167333888,159.58,3388800,1,1411200,88800,58800,979200,5926800,236613520,816000,4.152941176470589,1563.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,cond,main,20260822,195317760,186.27,3388800,2,1411200,88800,58800,979200,9315600,240002320,816000,4.152941176470589,1563.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,marg,main,20260822,199487488,190.25,3388800,2,1411200,88800,58800,979200,9315600,240002320,816000,4.152941176470589,1563.38
baseline/N100_J48_K3_A5_D12_full_s20260822,baseline,baseline_matched_scale,100,48,3,5,3,12,full,primitives,main,20260822,143425536,136.78,3388800,1,1411200,88800,58800,979200,5926800,236613520,816000,4.152941176470589,1563.38
optional_target_seed2/N100_J200_K20_A50_D12_sparse_s20260823,optional_target_seed2,optional_target_seed2,100,200,20,50,3,12,sparse,build,main,20260823,1629401088,1553.92,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1523.38
target_long/N20_J500_K20_A50_D12_sparse_s20260822,target_long,target_long_J500_N20,20,500,20,50,3,12,sparse,build,main,20260822,1472860160,1404.63,801600000,1,801600000,1603200,3206400,19123200,1627132800,1857819520,15936000,50.30120481927711,1539.38
target_long/N20_J500_K20_A50_D12_sparse_s20260822,target_long,target_long_J500_N20,20,500,20,50,3,12,sparse,primitives,main,20260822,2230730752,2127.39,801600000,1,801600000,1603200,3206400,19123200,1627132800,1857819520,15936000,50.30120481927711,1539.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,build,main,20260822,1785122816,1702.43,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1563.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,cond,main,20260822,3501580288,3339.37,643200000,2,643200000,3216000,6432000,38016000,1977264000,2207950720,31680000,20.303030303030305,1563.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,marg,main,20260822,3925188608,3743.35,643200000,2,643200000,3216000,6432000,38016000,1977264000,2207950720,31680000,20.303030303030305,1563.38
target/N100_J200_K20_A50_D12_sparse_s20260822,target,target_operating_point,100,200,20,50,3,12,sparse,primitives,main,20260822,2304663552,2197.9,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1563.38
target/N100_J200_K20_A50_D12_full_s20260822,target,target_operating_point_full_support,100,200,20,50,3,12,full,primitives,main,20260822,2317725696,2210.36,643200000,1,643200000,3216000,6432000,38016000,1334064000,1564750720,31680000,20.303030303030305,1555.38
A_full/N16_J128_K10_A10_D12_full_s20260822,A_full,A_full_10,16,128,10,10,3,12,full,build,quiet,20260822,168058880,160.27,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A10_D12_full_s20260822,A_full,A_full_10,16,128,10,10,3,12,full,cond,quiet,20260822,315691008,301.07,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A10_D12_full_s20260822,A_full,A_full_10,16,128,10,10,3,12,full,marg,quiet,20260822,292945920,279.38,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A10_D12_full_s20260822,A_full,A_full_10,16,128,10,10,3,12,full,primitives,quiet,20260822,179351552,171.04,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A20_D12_full_s20260822,A_full,A_full_20,16,128,10,20,3,12,full,build,quiet,20260822,182378496,173.93,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A20_D12_full_s20260822,A_full,A_full_20,16,128,10,20,3,12,full,cond,quiet,20260822,318578688,303.82,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A20_D12_full_s20260822,A_full,A_full_20,16,128,10,20,3,12,full,marg,quiet,20260822,346017792,329.99,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A20_D12_full_s20260822,A_full,A_full_20,16,128,10,20,3,12,full,primitives,quiet,20260822,195571712,186.51,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A30_D12_full_s20260822,A_full,A_full_30,16,128,10,30,3,12,full,build,quiet,20260822,186384384,177.75,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A30_D12_full_s20260822,A_full,A_full_30,16,128,10,30,3,12,full,cond,quiet,20260822,315052032,300.46,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A30_D12_full_s20260822,A_full,A_full_30,16,128,10,30,3,12,full,marg,quiet,20260822,330715136,315.39,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A30_D12_full_s20260822,A_full,A_full_30,16,128,10,30,3,12,full,primitives,quiet,20260822,201535488,192.2,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A50_D12_full_s20260822,A_full,A_full_50,16,128,10,50,3,12,full,build,quiet,20260822,204226560,194.77,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A50_D12_full_s20260822,A_full,A_full_50,16,128,10,50,3,12,full,cond,quiet,20260822,333090816,317.66,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A50_D12_full_s20260822,A_full,A_full_50,16,128,10,50,3,12,full,marg,quiet,20260822,350806016,334.55,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A50_D12_full_s20260822,A_full,A_full_50,16,128,10,50,3,12,full,primitives,quiet,20260822,224522240,214.12,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A5_D12_full_s20260822,A_full,A_full_5,16,128,10,5,3,12,full,build,quiet,20260822,158420992,151.08,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A5_D12_full_s20260822,A_full,A_full_5,16,128,10,5,3,12,full,cond,quiet,20260822,329551872,314.29,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A5_D12_full_s20260822,A_full,A_full_5,16,128,10,5,3,12,full,marg,quiet,20260822,327340032,312.18,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_full/N16_J128_K10_A5_D12_full_s20260822,A_full,A_full_5,16,128,10,5,3,12,full,primitives,quiet,20260822,173142016,165.12,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A10_D12_sparse_s20260822,A_sparse,A_sparse_10,16,128,10,10,3,12,sparse,build,quiet,20260822,166899712,159.17,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A10_D12_sparse_s20260822,A_sparse,A_sparse_10,16,128,10,10,3,12,sparse,cond,quiet,20260822,338661376,322.97,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A10_D12_sparse_s20260822,A_sparse,A_sparse_10,16,128,10,10,3,12,sparse,marg,quiet,20260822,325582848,310.5,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A10_D12_sparse_s20260822,A_sparse,A_sparse_10,16,128,10,10,3,12,sparse,primitives,quiet,20260822,176676864,168.49,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A20_D12_sparse_s20260822,A_sparse,A_sparse_20,16,128,10,20,3,12,sparse,build,quiet,20260822,181501952,173.09,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A20_D12_sparse_s20260822,A_sparse,A_sparse_20,16,128,10,20,3,12,sparse,cond,quiet,20260822,329338880,314.08,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A20_D12_sparse_s20260822,A_sparse,A_sparse_20,16,128,10,20,3,12,sparse,marg,quiet,20260822,328785920,313.55,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A20_D12_sparse_s20260822,A_sparse,A_sparse_20,16,128,10,20,3,12,sparse,primitives,quiet,20260822,195121152,186.08,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A30_D12_sparse_s20260822,A_sparse,A_sparse_30,16,128,10,30,3,12,sparse,build,quiet,20260822,186515456,177.88,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A30_D12_sparse_s20260822,A_sparse,A_sparse_30,16,128,10,30,3,12,sparse,cond,quiet,20260822,310067200,295.7,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A30_D12_sparse_s20260822,A_sparse,A_sparse_30,16,128,10,30,3,12,sparse,marg,quiet,20260822,336482304,320.89,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A30_D12_sparse_s20260822,A_sparse,A_sparse_30,16,128,10,30,3,12,sparse,primitives,quiet,20260822,202526720,193.14,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A50_D12_sparse_s20260822,A_sparse,A_sparse_50,16,128,10,50,3,12,sparse,build,quiet,20260822,203350016,193.93,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A50_D12_sparse_s20260822,A_sparse,A_sparse_50,16,128,10,50,3,12,sparse,cond,quiet,20260822,364781568,347.88,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A50_D12_sparse_s20260822,A_sparse,A_sparse_50,16,128,10,50,3,12,sparse,marg,quiet,20260822,320491520,305.64,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A50_D12_sparse_s20260822,A_sparse,A_sparse_50,16,128,10,50,3,12,sparse,primitives,quiet,20260822,219439104,209.27,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A5_D12_sparse_s20260822,A_sparse,A_sparse_5,16,128,10,5,3,12,sparse,build,quiet,20260822,154734592,147.57,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A5_D12_sparse_s20260822,A_sparse,A_sparse_5,16,128,10,5,3,12,sparse,cond,quiet,20260822,288227328,274.88,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A5_D12_sparse_s20260822,A_sparse,A_sparse_5,16,128,10,5,3,12,sparse,marg,quiet,20260822,319414272,304.62,21135360,2,21135360,165120,330240,1935360,65836800,296523520,1612800,13.104761904761904,1523.38
A_sparse/N16_J128_K10_A5_D12_sparse_s20260822,A_sparse,A_sparse_5,16,128,10,5,3,12,sparse,primitives,quiet,20260822,173875200,165.82,21135360,1,21135360,165120,330240,1935360,44701440,275388160,1612800,13.104761904761904,1523.38
D/N16_J192_K10_A20_D12_full_s20260822,D,D_12,16,192,10,20,3,12,full,build,quiet,20260822,232763392,221.98,47431680,1,47431680,247040,494080,2918400,98522880,329209600,2432000,19.50315789473684,1523.38
D/N16_J192_K10_A20_D12_full_s20260822,D,D_12,16,192,10,20,3,12,full,cond,quiet,20260822,496541696,473.54,47431680,2,47431680,247040,494080,2918400,145954560,376641280,2432000,19.50315789473684,1523.38
D/N16_J192_K10_A20_D12_full_s20260822,D,D_12,16,192,10,20,3,12,full,marg,quiet,20260822,555950080,530.2,47431680,2,47431680,247040,494080,2918400,145954560,376641280,2432000,19.50315789473684,1523.38
D/N16_J192_K10_A20_D12_full_s20260822,D,D_12,16,192,10,20,3,12,full,primitives,quiet,20260822,257916928,245.97,47431680,1,47431680,247040,494080,2918400,98522880,329209600,2432000,19.50315789473684,1523.38
D/N16_J192_K10_A20_D24_full_s20260822,D,D_24,16,192,10,20,3,24,full,build,quiet,20260822,261165056,249.07,47431680,1,47431680,247040,494080,5836800,101441280,332128000,5350400,8.865071770334929,1523.38
D/N16_J192_K10_A20_D24_full_s20260822,D,D_24,16,192,10,20,3,24,full,cond,quiet,20260822,637411328,607.88,47431680,2,47431680,247040,494080,5836800,148872960,379559680,5350400,8.865071770334929,1523.38
D/N16_J192_K10_A20_D24_full_s20260822,D,D_24,16,192,10,20,3,24,full,marg,quiet,20260822,691462144,659.43,47431680,2,47431680,247040,494080,5836800,148872960,379559680,5350400,8.865071770334929,1523.38
D/N16_J192_K10_A20_D24_full_s20260822,D,D_24,16,192,10,20,3,24,full,primitives,quiet,20260822,294809600,281.15,47431680,1,47431680,247040,494080,5836800,101441280,332128000,5350400,8.865071770334929,1523.38
D/N16_J192_K10_A20_D48_full_s20260822,D,D_48,16,192,10,20,3,48,full,build,quiet,20260822,306061312,291.88,47431680,1,47431680,247040,494080,11673600,107278080,337964800,11187200,4.239816933638444,1523.38
D/N16_J192_K10_A20_D48_full_s20260822,D,D_48,16,192,10,20,3,48,full,cond,quiet,20260822,854061056,814.5,47431680,2,47431680,247040,494080,11673600,154709760,385396480,11187200,4.239816933638444,1523.38
D/N16_J192_K10_A20_D48_full_s20260822,D,D_48,16,192,10,20,3,48,full,marg,quiet,20260822,870031360,829.73,47431680,2,47431680,247040,494080,11673600,154709760,385396480,11187200,4.239816933638444,1523.38
D/N16_J192_K10_A20_D48_full_s20260822,D,D_48,16,192,10,20,3,48,full,primitives,quiet,20260822,341794816,325.96,47431680,1,47431680,247040,494080,11673600,107278080,337964800,11187200,4.239816933638444,1523.38
D/N16_J192_K10_A20_D6_full_s20260822,D,D_6,16,192,10,20,3,6,full,build,quiet,20260822,215638016,205.65,47431680,1,47431680,247040,494080,1459200,97063680,327750400,972800,48.757894736842104,1523.38
D/N16_J192_K10_A20_D6_full_s20260822,D,D_6,16,192,10,20,3,6,full,cond,quiet,20260822,512237568,488.51,47431680,2,47431680,247040,494080,1459200,144495360,375182080,972800,48.757894736842104,1523.38
D/N16_J192_K10_A20_D6_full_s20260822,D,D_6,16,192,10,20,3,6,full,marg,quiet,20260822,559538176,533.62,47431680,2,47431680,247040,494080,1459200,144495360,375182080,972800,48.757894736842104,1523.38
D/N16_J192_K10_A20_D6_full_s20260822,D,D_6,16,192,10,20,3,6,full,primitives,quiet,20260822,243806208,232.51,47431680,1,47431680,247040,494080,1459200,97063680,327750400,972800,48.757894736842104,1523.38
D/N16_J192_K10_A20_D96_full_s20260822,D,D_96,16,192,10,20,3,96,full,build,quiet,20260822,413028352,393.89,47431680,1,47431680,247040,494080,23347200,118951680,349638400,22860800,2.0748040313549834,1523.38
D/N16_J192_K10_A20_D96_full_s20260822,D,D_96,16,192,10,20,3,96,full,cond,quiet,20260822,1133932544,1081.4,47431680,2,47431680,247040,494080,23347200,166383360,397070080,22860800,2.0748040313549834,1523.38
D/N16_J192_K10_A20_D96_full_s20260822,D,D_96,16,192,10,20,3,96,full,marg,quiet,20260822,1243475968,1185.87,47431680,2,47431680,247040,494080,23347200,166383360,397070080,22860800,2.0748040313549834,1523.38
D/N16_J192_K10_A20_D96_full_s20260822,D,D_96,16,192,10,20,3,96,full,primitives,quiet,20260822,440651776,420.24,47431680,1,47431680,247040,494080,23347200,118951680,349638400,22860800,2.0748040313549834,1523.38
J/N16_J1024_K10_A20_D12_full_s20260822,J,J_1024,16,1024,10,20,3,12,full,build,quiet,20260822,1693425664,1614.98,1343488000,1,1343488000,1312000,2624000,15697920,2706609920,2937296640,13081600,102.70058708414872,1523.38
J/N16_J1024_K10_A20_D12_full_s20260822,J,J_1024,16,1024,10,20,3,12,full,cond,quiet,20260822,4657180672,4441.43,1343488000,2,1343488000,1312000,2624000,15697920,4050097920,4280784640,13081600,102.70058708414872,1523.38
J/N16_J1024_K10_A20_D12_full_s20260822,J,J_1024,16,1024,10,20,3,12,full,marg,quiet,20260822,4757340160,4536.95,1343488000,2,1343488000,1312000,2624000,15697920,4050097920,4280784640,13081600,102.70058708414872,1523.38
J/N16_J1024_K10_A20_D12_full_s20260822,J,J_1024,16,1024,10,20,3,12,full,primitives,quiet,20260822,3023908864,2883.82,1343488000,1,1343488000,1312000,2624000,15697920,2706609920,2937296640,13081600,102.70058708414872,1523.38
J/N16_J192_K10_A20_D12_full_s20260822,J,J_192,16,192,10,20,3,12,full,build,quiet,20260822,232812544,222.03,47431680,1,47431680,247040,494080,2918400,98522880,329209600,2432000,19.50315789473684,1523.38
J/N16_J192_K10_A20_D12_full_s20260822,J,J_192,16,192,10,20,3,12,full,cond,quiet,20260822,485658624,463.16,47431680,2,47431680,247040,494080,2918400,145954560,376641280,2432000,19.50315789473684,1523.38
J/N16_J192_K10_A20_D12_full_s20260822,J,J_192,16,192,10,20,3,12,full,marg,quiet,20260822,581648384,554.7,47431680,2,47431680,247040,494080,2918400,145954560,376641280,2432000,19.50315789473684,1523.38
J/N16_J192_K10_A20_D12_full_s20260822,J,J_192,16,192,10,20,3,12,full,primitives,quiet,20260822,274223104,261.52,47431680,1,47431680,247040,494080,2918400,98522880,329209600,2432000,19.50315789473684,1523.38
J/N16_J24_K10_A20_D12_full_s20260822,J,J_24,16,24,10,20,3,12,full,build,quiet,20260822,117878784,112.42,768000,1,768000,32000,64000,337920,1969920,232656640,281600,2.727272727272727,1523.38
J/N16_J24_K10_A20_D12_full_s20260822,J,J_24,16,24,10,20,3,12,full,cond,quiet,20260822,126803968,120.93,768000,2,768000,32000,64000,337920,2737920,233424640,281600,2.727272727272727,1523.38
J/N16_J24_K10_A20_D12_full_s20260822,J,J_24,16,24,10,20,3,12,full,marg,quiet,20260822,125358080,119.55,768000,2,768000,32000,64000,337920,2737920,233424640,281600,2.727272727272727,1523.38
J/N16_J24_K10_A20_D12_full_s20260822,J,J_24,16,24,10,20,3,12,full,primitives,quiet,20260822,117854208,112.39,768000,1,768000,32000,64000,337920,1969920,232656640,281600,2.727272727272727,1523.38
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,build,quiet,20260822,458633216,437.39,189235200,1,189235200,492800,985600,5867520,385816320,616503040,4889600,38.70157068062827,1523.38
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,cond,quiet,20260822,1453662208,1386.32,189235200,2,189235200,492800,985600,5867520,575051520,805738240,4889600,38.70157068062827,1523.38
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,marg,quiet,20260822,1468465152,1400.44,189235200,2,189235200,492800,985600,5867520,575051520,805738240,4889600,38.70157068062827,1523.38
J/N16_J384_K10_A20_D12_full_s20260822,J,J_384,16,384,10,20,3,12,full,primitives,quiet,20260822,609681408,581.44,189235200,1,189235200,492800,985600,5867520,385816320,616503040,4889600,38.70157068062827,1523.38
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,build,quiet,20260822,128401408,122.45,3010560,1,3010560,62720,125440,706560,6915840,237602560,588800,5.113043478260869,1523.38
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,cond,quiet,20260822,161652736,154.16,3010560,2,3010560,62720,125440,706560,9926400,240613120,588800,5.113043478260869,1523.38
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,marg,quiet,20260822,165826560,158.14,3010560,2,3010560,62720,125440,706560,9926400,240613120,588800,5.113043478260869,1523.38
J/N16_J48_K10_A20_D12_full_s20260822,J,J_48,16,48,10,20,3,12,full,primitives,quiet,20260822,135835648,129.54,3010560,1,3010560,62720,125440,706560,6915840,237602560,588800,5.113043478260869,1523.38
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,build,quiet,20260822,1047064576,998.56,755957760,1,755957760,984320,1968640,11765760,1526634240,1757320960,9804800,77.10078328981723,1523.38
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,cond,quiet,20260822,3412897792,3254.79,755957760,2,755957760,984320,1968640,11765760,2282592000,2513278720,9804800,77.10078328981723,1523.38
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,marg,quiet,20260822,4374667264,4172.01,755957760,2,755957760,984320,1968640,11765760,2282592000,2513278720,9804800,77.10078328981723,1523.38
J/N16_J768_K10_A20_D12_full_s20260822,J,J_768,16,768,10,20,3,12,full,primitives,quiet,20260822,1793150976,1710.08,755957760,1,755957760,984320,1968640,11765760,1526634240,1757320960,9804800,77.10078328981723,1523.38
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,build,quiet,20260822,156934144,149.66,11919360,1,11919360,124160,248320,1443840,25655040,256341760,1203200,9.906382978723403,1523.38
J/N16_J96_K10_A20_D12_full_s20260822,J,J_96,16,96,10,20,3,12,full,cond,quiet,20260822,244060160,232.75,11919360,2,11919360,124160,248320,1443840,37574400,268261120,1203200,9.906382978723403,1523.38
