config_id,axis,label,N,J,K,A,D_min,D_max,regime,group,phase,seed,operation,rep_index,wall_seconds,cpu_seconds
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,5,0.000600500,0.000599000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,6,0.000627291,0.000626000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,7,0.000597334,0.000596000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,8,0.000625625,0.000624000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,9,0.000594083,0.000592000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,10,0.000646208,0.000645000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,11,0.000603833,0.000602000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,12,0.000639667,0.000639000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,13,0.000603041,0.000602000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,build,main,20260822,emission_cache_hit,14,0.000593333,0.000591000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,0,0.180011750,0.175609000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,1,0.171526959,0.169050000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,2,0.172410291,0.168388000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,3,0.175652083,0.172472000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,4,0.209620000,0.194377000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,5,0.177274000,0.174905000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,6,0.178161166,0.174467000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,7,0.177139583,0.175068000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,8,0.186180292,0.179311000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,9,0.180644833,0.178833000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,10,0.187831334,0.180894000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,11,0.182356333,0.178173000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,12,0.177983709,0.173955000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,13,0.176930625,0.175335000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_plain,14,0.185158542,0.179354000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,0,3.524001584,3.464431000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,1,3.483912000,3.429327000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,2,3.505126375,3.455256000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,3,3.529857375,3.463951000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,4,3.557063375,3.488277000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,5,3.544651000,3.464624000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,6,3.512965750,3.459037000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,7,3.513140667,3.450508000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,8,3.565694208,3.488112000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,9,3.521860291,3.465467000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,10,3.533608916,3.481792000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,11,3.520847375,3.463202000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,12,3.545049583,3.475197000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,13,3.520107583,3.447482000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,cond,main,20260822,cond_structural,14,3.555009000,3.488235000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,0,0.174153375,0.172950000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,1,0.179753292,0.178134000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,2,0.180587625,0.178520000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,3,0.175006250,0.173123000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,4,0.189100458,0.184570000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,5,0.175827709,0.175213000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,6,0.181717541,0.177550000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,7,0.177031750,0.174701000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,8,0.186696208,0.179430000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,9,0.186985833,0.179843000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,10,0.192472000,0.185961000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,11,0.182118167,0.179526000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,12,0.192368000,0.184176000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,13,0.182328084,0.180645000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_plain,14,0.187121333,0.181204000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,0,3.722435333,3.649873000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,1,3.723253500,3.659248000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,2,3.694523167,3.621113000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,3,3.690052042,3.622219000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,4,3.695228209,3.623624000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,5,3.748711292,3.654692000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,6,3.721738750,3.648401000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,7,3.943906708,3.745738000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,8,4.046461166,3.874253000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,9,4.098700917,3.895661000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,10,4.042910584,3.862683000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,11,4.070354417,3.880350000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,12,3.991418500,3.843500000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,13,3.731935084,3.658634000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,marg,main,20260822,marg_structural,14,3.725965625,3.647129000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,0,0.086826541,0.086519000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,1,0.089924292,0.086441000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,2,0.086046833,0.085944000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,3,0.086387500,0.085537000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,4,0.097852542,0.091667000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,5,0.098364000,0.091694000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,6,0.089440250,0.088587000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,7,0.093112750,0.088970000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,8,0.093340917,0.092640000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,9,0.084539875,0.084370000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,10,0.088633375,0.087914000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,11,0.092421250,0.089549000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,12,0.089474667,0.088683000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,13,0.089145250,0.088092000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,backward_sample,14,0.094114750,0.092682000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,0,0.144641625,0.143686000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,1,0.138842958,0.135272000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,2,0.144261583,0.142347000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,3,0.149544000,0.145723000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,4,0.138763750,0.136291000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,5,0.133449000,0.132960000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,6,0.148306583,0.142245000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,7,0.137051167,0.135364000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,8,0.142181334,0.138927000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,9,0.137462875,0.136652000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,10,0.140758709,0.136526000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,11,0.137204125,0.135919000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,12,0.142807750,0.139316000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,13,0.150176208,0.142579000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,ffbs_complete,14,0.143599417,0.140022000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,0,0.029912125,0.029900000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,1,0.050330042,0.049719000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,2,0.044120542,0.043509000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,3,0.048413750,0.048028000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,4,0.052226084,0.052049000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,5,0.053031625,0.048623000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,6,0.046657417,0.046316000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,7,0.044123791,0.044042000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,8,0.055964291,0.054559000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,9,0.047847458,0.047779000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,10,0.063046625,0.053236000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,11,0.049335708,0.048418000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,12,0.058209959,0.050561000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,13,0.052687125,0.051228000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,14,0.051961292,0.048000000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,15,0.045570250,0.044582000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,16,0.057110791,0.054360000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,17,0.048051166,0.047038000
K/N32_J128_K10_A20_D12_full_s20260822,K,K_10,32,128,10,20,3,12,full,primitives,main,20260822,forward_batched,18,0.048338000,0.048224000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,0,6.622578083,6.530332000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,1,6.684277958,6.592389000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,2,6.704001291,6.586650000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,3,6.684918209,6.570570000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,4,6.707149542,6.612059000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,5,6.718492167,6.599583000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,6,6.695452000,6.584512000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,7,6.767955666,6.645459000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,8,6.717589208,6.603330000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,9,6.748289750,6.620868000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,10,6.688786625,6.588116000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,11,6.721969875,6.596079000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,12,6.685374000,6.576253000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,13,6.700081250,6.588028000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_build,14,6.737244333,6.605326000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,0,0.001214167,0.001210000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,1,0.001034584,0.001033000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,2,0.001007583,0.001006000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,3,0.001115750,0.001102000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,4,0.001021333,0.001020000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,5,0.001007708,0.001007000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,6,0.001034958,0.001034000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,7,0.000965584,0.000964000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,8,0.001222167,0.001202000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,9,0.001036291,0.001035000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,10,0.001037875,0.001037000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,11,0.001014167,0.001013000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,12,0.001038917,0.001038000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,13,0.001057959,0.001056000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,build,main,20260822,emission_cache_hit,14,0.000973584,0.000972000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,0,0.314624667,0.309286000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,1,0.350869583,0.339294000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,2,0.338062875,0.332781000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,3,0.347838958,0.337089000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,4,0.338120917,0.332185000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,5,0.336421583,0.332411000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,6,0.332630834,0.326094000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,7,0.342388125,0.338641000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,8,0.334783500,0.330543000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,9,0.344125333,0.337065000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,10,0.335032458,0.329455000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,11,0.333960083,0.327869000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,12,0.335802375,0.331193000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,13,0.361369084,0.346515000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_plain,14,0.352625250,0.343427000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,0,7.080890417,6.971670000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,1,7.154753958,7.025517000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,2,7.196829667,7.050975000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,3,7.042462042,6.943670000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,4,7.093288083,6.981200000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,5,7.061554792,6.946826000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,6,7.077050458,6.957073000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,7,7.064014000,6.955716000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,8,7.028695417,6.934144000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,9,7.019733875,6.925338000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,10,7.081982208,6.960866000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,11,7.137057125,6.997405000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,12,7.135252542,7.025546000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,13,7.116357167,6.988739000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,cond,main,20260822,cond_structural,14,7.106391667,7.000698000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,0,0.304375792,0.303069000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,1,0.342472666,0.336698000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,2,0.336228333,0.331051000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,3,0.343338958,0.334880000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,4,0.336944958,0.333601000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,5,0.336615000,0.330183000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,6,0.346037792,0.336174000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,7,0.347990125,0.337430000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,8,0.340967500,0.334563000
K/N32_J128_K20_A20_D12_full_s20260822,K,K_20,32,128,20,20,3,12,full,marg,main,20260822,marg_plain,9,0.346767583,0.340210000
